ID,Category,ID
234,[1 0 0 0],233
235,[1 0 0 0],234
236,[1 0 0 0],235
237,[0 1 0 0],236
238,[0 1 0 0],237
239,[1 0 0 0],238
240,[0 1 0 0],239
241,[0 0 0 1],240
242,[0 0 0 1],241
243,[1 0 0 0],242
244,[0 0 0 1],243
245,[1 1 0 0],244
246,[0 1 0 0],245
247,[0 1 0 0],246
248,[1 1 0 0],247
249,[0 1 0 0],248
250,[0 0 0 1],249
251,[0 0 0 1],250
252,[0 0 0 1],251
253,[0 0 0 1],252
254,[0 0 0 1],253
255,[1 1 0 0],254
256,[1 0 0 0],255
257,[1 0 0 0],256
258,[1 0 0 0],257
259,[1 0 0 0],258
260,[0 0 0 1],259
261,[1 0 0 0],260
262,[1 0 0 0],261
263,[0 0 0 1],262
264,[0 0 0 1],263
265,[0 0 0 1],264
266,[0 0 0 1],265
267,[0 0 0 1],266
268,[0 0 0 1],267
269,[0 0 0 1],268
270,[1 1 0 0],269
271,[1 1 0 0],270
272,[1 1 0 0],271
273,[1 1 0 0],272
274,[1 1 0 0],273
275,[0 1 0 0],274
276,[0 1 0 0],275
277,[0 1 0 0],276
278,[0 1 0 0],277
279,[0 1 0 0],278
280,[1 0 0 0],279
281,[1 0 0 0],280
282,[0 0 0 1],281
283,[1 0 0 0],282
284,[1 0 0 0],283
285,[1 0 0 0],284
286,[1 0 0 0],285
287,[0 0 0 0],286
288,[0 0 0 0],287
289,[0 1 0 0],288
290,[0 0 0 1],289
291,[0 0 0 1],290
292,[0 0 0 1],291
293,[0 0 0 1],292
294,[0 0 0 1],293
295,[0 0 0 1],294
296,[0 0 0 1],295
297,[0 0 0 1],296
298,[0 0 0 1],297
299,[0 0 0 1],298
300,[0 0 0 1],299
301,[0 0 0 1],300
302,[0 0 0 0],301
303,[0 1 0 0],302
304,[1 0 0 0],303
305,[0 1 0 0],304
306,[0 1 0 0],305
307,[0 1 1 0],306
308,[0 1 1 0],307
309,[0 1 1 0],308
310,[0 1 1 0],309
311,[0 1 1 0],310
312,[1 0 0 0],311
313,[1 1 0 0],312
314,[1 0 0 0],313
315,[1 0 0 0],314
316,[0 0 0 0],315
317,[0 0 1 0],316
318,[0 0 1 0],317
319,[0 0 0 0],318
320,[0 0 0 0],319
321,[0 0 0 1],320
322,[0 0 0 1],321
323,[0 0 0 1],322
324,[0 0 0 1],323
325,[0 0 0 1],324
326,[0 0 0 1],325
327,[1 0 0 0],326
344,[1 0 0 0],327
345,[1 0 0 0],328
346,[1 0 0 0],329
347,[1 0 0 0],330
348,[1 0 0 0],331
349,[1 0 0 0],332
350,[1 0 0 0],333
351,[1 0 0 0],334
352,[1 0 0 0],335
353,[1 0 0 0],336
354,[1 0 0 0],337
355,[0 0 0 1],338
356,[0 0 0 1],339
357,[0 0 0 1],340
358,[0 0 0 1],341
359,[0 0 0 1],342
360,[0 0 0 1],343
361,[0 0 0 1],344
362,[0 0 0 1],345
363,[0 0 0 1],346
364,[1 0 0 0],347
365,[1 0 0 0],348
366,[1 0 0 0],349
367,[1 0 0 0],350
368,[1 0 0 0],351
369,[0 0 0 1],352
370,[1 0 0 0],353
371,[0 0 0 1],354
372,[0 0 0 1],355
373,[0 0 0 1],356
374,[0 0 0 1],357
375,[0 0 0 1],358
376,[0 0 0 1],359
377,[0 0 0 1],360
378,[0 0 1 0],361
379,[0 0 0 1],362
380,[0 0 0 1],363
381,[0 0 0 1],364
382,[0 0 0 1],365
383,[0 0 0 1],366
384,[0 0 0 1],367
385,[0 0 0 1],368
386,[0 0 0 1],369
387,[0 0 0 1],370
388,[0 0 0 1],371
389,[0 0 0 1],372
390,[0 0 0 1],373
391,[0 0 0 1],374
392,[0 0 0 1],375
393,[0 0 0 1],376
394,[0 0 0 1],377
395,[0 0 1 0],378
396,[0 0 0 0],379
397,[0 0 0 1],380
398,[0 0 0 1],381
399,[0 0 0 1],382
400,[0 0 0 0],383
401,[0 0 0 1],384
402,[0 0 0 1],385
403,[0 0 0 0],386
404,[0 0 0 1],387
405,[0 0 0 0],388
406,[0 0 0 1],389
407,[0 0 0 1],390
408,[0 0 0 1],391
409,[0 0 0 1],392
410,[0 0 0 1],393
411,[1 0 0 0],394
412,[0 1 0 0],395
413,[0 0 0 1],396
414,[0 0 0 1],397
415,[1 0 0 0],398
416,[1 0 0 0],399
417,[1 0 0 0],400
418,[1 0 0 0],401
419,[0 0 1 0],402
420,[0 0 1 0],403
421,[1 0 0 0],404
422,[1 1 0 0],405
423,[0 0 0 0],406
424,[0 0 0 0],407
425,[0 0 1 0],408
426,[0 0 0 1],409
427,[0 0 0 1],410
428,[1 0 0 0],411
429,[1 0 0 0],412
430,[1 0 0 0],413
431,[1 0 0 0],414
432,[1 0 0 0],415
433,[0 1 0 0],416
434,[0 1 0 0],417
435,[1 0 0 0],418
436,[0 0 1 0],419
437,[0 0 0 1],420
438,[0 1 0 0],421
439,[0 0 0 0],422
440,[1 0 0 0],423
441,[0 0 1 0],424
442,[1 1 0 0],425
443,[0 1 0 0],426
444,[0 1 0 0],427
445,[0 1 0 0],428
446,[0 1 0 0],429
447,[0 1 1 0],430
448,[0 1 0 0],431
449,[1 0 0 0],432
450,[1 0 0 0],433
451,[0 0 1 0],434
452,[1 0 0 0],435
453,[1 0 0 0],436
454,[1 0 0 0],437
455,[0 1 0 0],438
456,[0 1 0 0],439
457,[0 0 0 1],440
458,[0 1 0 0],441
459,[0 0 0 0],442
460,[0 1 1 0],443
461,[0 0 0 0],444
462,[0 1 1 0],445
463,[0 1 0 0],446
464,[0 1 1 0],447
465,[0 0 1 0],448
466,[0 0 1 0],449
467,[0 0 1 0],450
468,[0 0 1 0],451
469,[0 0 1 0],452
470,[1 0 0 0],453
471,[0 1 0 0],454
472,[0 0 1 0],455
473,[0 0 1 0],456
474,[1 0 0 0],457
475,[1 0 0 0],458
476,[1 0 0 0],459
477,[1 0 0 0],460
478,[1 0 0 0],461
479,[0 0 1 0],462
480,[0 1 0 0],463
481,[0 0 1 0],464
482,[1 0 0 0],465
483,[1 0 0 0],466
484,[1 0 0 0],467
485,[1 0 0 0],468
486,[1 0 0 0],469
487,[0 0 1 0],470
488,[0 0 0 0],471
489,[0 0 1 0],472
490,[0 0 1 0],473
491,[0 0 1 0],474
492,[1 0 0 0],475
493,[1 0 0 0],476
494,[1 0 0 0],477
495,[0 0 0 1],478
496,[0 0 1 0],479
497,[0 0 1 0],480
498,[0 0 0 1],481
499,[1 0 0 0],482
500,[0 0 0 1],483
501,[0 0 1 0],484
502,[0 0 1 0],485
503,[0 0 1 0],486
504,[0 0 1 0],487
505,[0 0 0 0],488
506,[1 0 1 0],489
507,[0 0 1 0],490
508,[0 0 1 0],491
509,[1 0 1 0],492
510,[0 0 0 1],493
511,[0 0 0 1],494
512,[0 0 0 1],495
513,[0 0 0 1],496
514,[0 0 0 1],497
515,[0 0 0 1],498
516,[0 0 0 1],499
517,[0 0 0 1],500
518,[0 0 0 1],501
519,[0 0 0 1],502
520,[0 0 0 1],503
521,[0 0 0 1],504
522,[0 0 0 1],505
523,[0 0 0 1],506
524,[0 0 0 1],507
525,[0 0 0 1],508
526,[0 0 0 1],509
527,[0 0 0 1],510
528,[0 0 0 1],511
529,[0 0 0 1],512
530,[0 0 0 1],513
531,[0 0 1 0],514
532,[0 0 1 0],515
533,[0 0 1 0],516
534,[0 0 0 1],517
535,[0 0 1 0],518
536,[0 0 0 1],519
537,[0 0 1 0],520
538,[0 0 1 0],521
539,[0 0 1 0],522
540,[0 0 1 0],523
541,[0 0 1 0],524
542,[0 0 1 0],525
543,[0 0 1 0],526
544,[0 0 1 0],527
545,[0 0 1 0],528
546,[0 0 1 0],529
547,[0 0 1 0],530
548,[0 0 1 0],531
549,[0 0 1 0],532
550,[0 0 1 0],533
551,[0 0 1 0],534
552,[0 0 1 0],535
553,[0 1 1 0],536
554,[0 0 1 0],537
555,[1 0 0 0],538
556,[0 0 0 1],539
557,[0 0 0 1],540
558,[0 0 0 1],541
559,[0 0 0 1],542
560,[0 0 0 1],543
561,[0 0 0 1],544
562,[0 0 0 1],545
563,[0 0 0 1],546
564,[0 0 0 1],547
565,[0 0 0 1],548
566,[0 0 0 1],549
567,[0 0 0 1],550
568,[0 0 0 0],551
569,[0 0 0 1],552
570,[0 0 0 1],553
571,[0 0 0 1],554
572,[0 1 0 0],555
573,[0 1 0 0],556
574,[0 1 0 0],557
575,[0 1 0 0],558
576,[0 0 0 1],559
577,[0 0 0 1],560
578,[0 0 0 1],561
579,[0 0 0 1],562
580,[0 0 0 0],563
581,[1 1 0 0],564
582,[1 0 0 0],565
583,[0 0 0 1],566
584,[0 0 0 1],567
585,[1 0 0 0],568
586,[1 0 0 0],569
587,[1 0 0 0],570
588,[0 0 1 0],571
589,[0 0 0 1],572
590,[0 0 0 1],573
591,[0 0 0 1],574
592,[0 0 0 1],575
593,[1 0 0 0],576
594,[1 0 0 0],577
595,[0 0 0 1],578
596,[1 0 0 0],579
597,[1 0 0 0],580
598,[1 0 0 0],581
599,[1 0 0 0],582
600,[1 0 0 0],583
601,[1 0 0 0],584
602,[0 0 0 1],585
603,[1 0 0 0],586
604,[1 0 0 0],587
605,[1 0 0 0],588
606,[1 0 0 0],589
607,[0 0 0 0],590
608,[0 0 0 1],591
609,[0 0 0 1],592
610,[0 0 0 1],593
611,[1 0 0 0],594
612,[0 0 0 1],595
613,[1 0 0 0],596
614,[1 0 0 0],597
615,[0 1 0 0],598
616,[0 0 0 0],599
617,[1 0 0 0],600
618,[1 0 0 0],601
619,[1 0 0 0],602
620,[0 0 0 1],603
621,[0 0 0 1],604
622,[0 0 0 1],605
623,[0 0 0 1],606
624,[0 0 0 1],607
625,[0 0 0 1],608
626,[0 0 0 1],609
627,[0 0 0 1],610
628,[0 0 0 1],611
629,[0 0 0 1],612
630,[0 0 0 1],613
631,[0 0 0 1],614
632,[0 0 0 1],615
633,[0 0 0 1],616
634,[0 0 0 1],617
635,[0 0 0 1],618
636,[0 0 0 1],619
637,[0 0 0 1],620
638,[0 0 0 1],621
639,[0 0 0 1],622
640,[0 0 0 1],623
641,[0 0 0 1],624
642,[0 0 0 1],625
643,[0 0 0 1],626
644,[0 0 0 0],627
645,[0 0 0 1],628
646,[0 0 0 1],629
647,[0 0 0 1],630
648,[0 0 0 1],631
649,[0 0 0 1],632
650,[0 0 0 1],633
651,[0 0 0 1],634
652,[0 1 0 0],635
653,[0 0 1 0],636
654,[0 0 0 0],637
655,[0 0 0 1],638
656,[0 0 0 1],639
657,[0 0 0 1],640
658,[0 0 0 0],641
659,[0 0 1 0],642
660,[0 0 1 0],643
661,[0 0 0 0],644
662,[0 0 1 0],645
663,[0 0 1 0],646
664,[0 0 0 0],647
665,[0 0 0 0],648
666,[0 0 0 1],649
667,[0 0 0 0],650
668,[0 0 0 1],651
669,[0 0 0 1],652
670,[0 0 0 1],653
671,[0 0 0 1],654
672,[0 0 0 1],655
673,[0 0 0 1],656
674,[0 0 0 1],657
675,[1 0 0 0],658
676,[1 0 0 0],659
677,[1 0 0 0],660
678,[0 0 0 0],661
679,[0 0 0 0],662
680,[1 0 0 0],663
681,[0 1 1 0],664
682,[1 0 0 0],665
683,[1 0 0 0],666
684,[1 0 0 0],667
685,[1 0 1 0],668
686,[0 0 1 0],669
687,[0 0 1 0],670
688,[1 0 0 0],671
689,[1 0 0 0],672
690,[0 0 1 0],673
691,[0 0 1 0],674
692,[1 0 1 0],675
693,[1 0 1 0],676
694,[0 1 0 0],677
695,[1 0 0 0],678
696,[1 0 0 0],679
697,[1 0 0 0],680
698,[1 0 0 0],681
699,[1 0 0 0],682
700,[1 0 0 0],683
701,[1 0 0 0],684
702,[1 0 0 0],685
703,[1 0 0 0],686
704,[1 0 0 0],687
705,[1 0 0 0],688
706,[0 0 0 0],689
707,[0 1 0 0],690
708,[0 1 1 0],691
709,[0 0 0 1],692
710,[0 0 0 1],693
711,[0 0 0 0],694
712,[0 1 0 0],695
713,[0 0 0 1],696
714,[1 0 0 0],697
715,[0 0 0 0],698
716,[0 0 0 0],699
717,[1 0 0 0],700
718,[1 0 0 0],701
719,[1 0 0 0],702
720,[1 0 0 0],703
721,[1 0 0 0],704
722,[1 0 0 0],705
723,[1 0 0 0],706
724,[1 0 0 0],707
725,[1 0 0 0],708
726,[1 0 0 0],709
727,[1 0 0 0],710
728,[1 0 0 0],711
729,[1 0 0 0],712
730,[1 0 0 0],713
731,[1 0 0 0],714
732,[1 0 0 0],715
733,[1 0 0 0],716
734,[1 0 0 0],717
735,[0 0 0 0],718
736,[1 0 0 0],719
737,[0 0 0 1],720
738,[0 0 0 1],721
739,[0 0 0 1],722
740,[0 0 0 1],723
741,[0 0 0 1],724
742,[0 0 0 1],725
743,[0 0 0 1],726
744,[0 0 0 1],727
745,[0 0 0 1],728
746,[0 0 0 1],729
747,[0 0 0 1],730
748,[0 0 0 1],731
749,[0 0 0 1],732
750,[0 0 0 1],733
751,[0 0 0 1],734
752,[0 0 0 1],735
753,[0 0 0 1],736
754,[0 0 0 1],737
755,[0 0 0 1],738
756,[0 0 0 1],739
757,[0 0 0 1],740
758,[0 0 0 1],741
759,[0 0 0 1],742
760,[0 0 0 1],743
761,[0 0 0 1],744
762,[0 0 0 1],745
763,[0 0 0 1],746
764,[0 0 0 1],747
765,[0 0 0 1],748
766,[0 0 0 1],749
767,[0 0 0 1],750
768,[0 0 0 1],751
769,[0 0 0 1],752
770,[0 0 0 1],753
771,[0 0 0 1],754
772,[0 0 0 1],755
773,[0 0 0 1],756
774,[0 0 0 1],757
775,[0 0 0 1],758
776,[0 0 0 1],759
777,[0 0 0 1],760
778,[0 0 0 1],761
779,[0 1 1 0],762
780,[0 1 0 0],763
781,[0 0 0 1],764
782,[0 0 0 1],765
783,[0 0 0 1],766
784,[0 0 0 1],767
785,[0 0 0 1],768
786,[0 0 0 1],769
787,[0 0 0 1],770
788,[0 0 0 1],771
789,[0 0 0 0],772
790,[0 0 0 1],773
791,[0 0 1 0],774
792,[0 0 1 0],775
793,[0 0 1 0],776
794,[0 0 1 0],777
795,[0 0 0 1],778
796,[0 0 0 1],779
797,[0 0 1 0],780
798,[0 0 1 0],781
799,[0 0 1 0],782
800,[0 0 1 0],783
801,[0 0 1 0],784
802,[0 0 1 0],785
803,[0 0 1 0],786
804,[0 0 1 0],787
805,[0 0 1 0],788
806,[0 0 1 0],789
807,[0 0 1 0],790
808,[0 0 1 0],791
809,[0 0 1 0],792
810,[0 0 1 0],793
811,[0 1 1 0],794
812,[0 0 1 0],795
813,[1 0 0 0],796
814,[1 0 0 0],797
815,[1 0 0 0],798
816,[1 0 0 0],799
817,[1 0 0 0],800
818,[0 0 0 1],801
819,[1 0 0 0],802
820,[0 0 0 1],803
821,[1 0 0 0],804
822,[1 0 0 0],805
823,[1 0 0 0],806
824,[1 0 0 0],807
825,[1 0 0 0],808
826,[1 0 0 0],809
827,[1 0 0 0],810
828,[1 0 0 0],811
829,[1 0 0 0],812
830,[1 0 0 0],813
831,[1 0 0 0],814
832,[1 0 0 0],815
833,[1 0 0 0],816
834,[1 0 0 0],817
835,[1 0 0 0],818
836,[1 0 0 0],819
837,[1 0 0 0],820
838,[1 0 0 0],821
839,[1 0 0 0],822
840,[0 0 0 1],823
841,[0 0 0 1],824
842,[0 0 0 1],825
843,[0 0 0 0],826
844,[0 0 0 1],827
845,[0 0 0 1],828
846,[0 0 0 1],829
847,[0 0 0 1],830
848,[0 0 0 1],831
849,[0 0 0 1],832
850,[0 0 0 1],833
851,[0 1 0 0],834
852,[0 1 0 0],835
853,[0 1 0 0],836
854,[1 0 0 0],837
855,[1 0 0 0],838
856,[0 0 0 0],839
857,[1 0 0 0],840
858,[0 0 0 0],841
859,[0 0 0 0],842
860,[0 0 0 0],843
861,[0 0 0 0],844
862,[0 0 0 1],845
863,[1 0 0 0],846
864,[0 0 0 1],847
865,[0 0 0 1],848
866,[0 1 0 0],849
867,[0 0 1 0],850
868,[0 0 0 1],851
869,[0 0 0 1],852
870,[0 0 0 1],853
871,[0 0 0 1],854
872,[0 0 0 1],855
873,[0 0 0 1],856
874,[0 1 0 0],857
875,[0 0 0 1],858
876,[0 0 0 1],859
877,[0 0 0 1],860
878,[0 0 0 1],861
879,[0 0 0 1],862
880,[0 1 0 1],863
881,[0 0 0 1],864
882,[0 0 0 1],865
883,[1 0 0 0],866
884,[1 0 0 1],867
885,[0 0 0 1],868
886,[0 0 0 1],869
887,[0 0 0 1],870
888,[0 0 0 1],871
889,[0 0 0 1],872
890,[1 1 0 0],873
891,[1 1 0 0],874
892,[1 0 0 0],875
893,[1 0 0 0],876
894,[1 0 0 0],877
895,[1 0 1 0],878
896,[1 0 0 0],879
897,[0 1 0 0],880
898,[1 1 0 0],881
899,[1 0 0 0],882
900,[1 0 0 0],883
901,[1 0 0 0],884
902,[1 0 0 0],885
903,[1 0 0 0],886
904,[0 0 0 1],887
905,[0 0 0 1],888
906,[1 1 0 0],889
907,[0 0 0 1],890
908,[1 0 0 0],891
909,[1 0 0 0],892
910,[0 1 0 0],893
911,[1 1 0 0],894
912,[1 0 0 0],895
913,[1 0 0 0],896
914,[1 0 0 0],897
915,[1 0 0 0],898
916,[1 0 0 0],899
917,[0 0 0 1],900
918,[1 0 0 0],901
919,[1 0 0 0],902
920,[1 0 0 0],903
921,[1 0 0 0],904
922,[1 0 0 0],905
923,[0 0 0 1],906
924,[0 0 0 1],907
925,[0 0 0 1],908
926,[0 0 0 1],909
927,[0 0 0 1],910
928,[0 0 1 0],911
929,[0 0 0 1],912
930,[0 0 0 1],913
931,[0 0 0 1],914
932,[0 0 0 1],915
933,[0 1 0 1],916
934,[0 0 0 1],917
935,[0 0 0 1],918
936,[0 0 0 1],919
937,[0 0 0 1],920
938,[1 0 0 0],921
939,[1 0 0 0],922
940,[1 0 0 0],923
941,[1 0 0 0],924
942,[1 0 0 0],925
943,[1 0 0 0],926
944,[1 0 0 0],927
945,[1 0 0 0],928
946,[1 0 0 0],929
947,[0 0 0 0],930
948,[1 1 0 0],931
949,[0 0 1 0],932
950,[0 0 0 0],933
951,[0 1 0 0],934
952,[0 1 0 0],935
953,[1 0 0 0],936
954,[1 0 0 0],937
955,[1 0 0 0],938
956,[1 0 0 0],939
957,[0 1 0 0],940
958,[0 1 0 0],941
959,[0 1 0 0],942
960,[0 1 0 0],943
961,[0 1 0 0],944
962,[0 0 0 1],945
963,[1 1 0 0],946
964,[0 1 0 0],947
965,[0 1 0 0],948
966,[1 1 0 0],949
967,[1 1 0 0],950
968,[1 1 0 0],951
969,[1 1 0 0],952
970,[1 1 0 0],953
971,[1 0 0 0],954
972,[1 0 0 0],955
973,[0 1 0 0],956
974,[0 0 0 0],957
975,[0 0 0 1],958
976,[1 0 0 0],959
977,[0 0 1 0],960
978,[1 1 0 0],961
979,[1 0 0 0],962
980,[0 0 0 0],963
981,[1 1 0 0],964
982,[1 0 0 0],965
983,[1 1 0 0],966
984,[1 0 0 0],967
985,[0 1 1 0],968
986,[0 0 1 0],969
987,[1 0 0 0],970
988,[0 0 1 0],971
989,[1 0 0 0],972
990,[1 0 0 0],973
991,[1 0 1 0],974
992,[0 0 1 0],975
993,[0 0 0 1],976
994,[0 0 0 0],977
995,[0 0 1 0],978
996,[0 1 0 0],979
997,[0 0 1 0],980
998,[0 0 0 1],981
999,[0 1 0 0],982
1000,[1 0 0 0],983
1001,[1 0 0 0],984
1002,[0 1 0 0],985
1003,[0 0 0 0],986
1004,[1 0 0 0],987
1005,[0 1 0 0],988
1006,[1 0 0 0],989
1007,[1 0 0 0],990
1008,[1 0 0 0],991
1009,[1 0 0 0],992
1010,[0 0 1 0],993
1011,[1 0 0 0],994
1012,[1 0 0 0],995
1013,[1 0 0 0],996
1014,[1 0 0 0],997
1015,[1 0 0 0],998
1016,[1 0 0 0],999
1017,[1 0 0 0],1000
1018,[1 0 0 0],1001
1019,[1 0 0 0],1002
1020,[1 0 0 0],1003
1021,[1 0 0 0],1004
1022,[1 0 0 0],1005
1023,[1 0 0 0],1006
1024,[1 0 0 0],1007
1025,[1 0 0 0],1008
1026,[1 0 0 0],1009
1028,[0 0 1 0],1010
1029,[0 0 1 0],1011
1030,[0 1 0 0],1012
1031,[0 1 0 0],1013
1032,[1 0 0 0],1014
1033,[1 0 0 0],1015
1034,[1 0 0 0],1016
1035,[1 0 0 0],1017
1036,[0 0 0 1],1018
1037,[0 0 0 1],1019
1039,[1 0 0 0],1020
1040,[1 0 0 0],1021
1041,[1 0 0 0],1022
1042,[1 0 0 0],1023
1043,[1 0 0 0],1024
1044,[1 0 0 0],1025
1045,[1 0 0 0],1026
1046,[1 0 0 0],1027
1047,[1 0 0 0],1028
1048,[0 0 0 1],1029
1049,[1 0 0 0],1030
1050,[1 1 0 0],1031
1051,[1 0 0 0],1032
1052,[1 0 0 0],1033
1053,[0 0 0 0],1034
1054,[0 0 0 1],1035
1055,[1 0 0 0],1036
1056,[1 0 0 0],1037
1057,[0 0 0 0],1038
1058,[0 1 0 0],1039
1059,[0 1 0 0],1040
1060,[0 1 0 0],1041
1061,[1 0 0 0],1042
1062,[1 0 0 0],1043
1063,[0 0 0 1],1044
1064,[1 0 0 0],1045
1065,[1 0 0 0],1046
1066,[1 0 0 0],1047
1067,[1 0 0 0],1048
1068,[1 0 0 0],1049
1069,[1 0 0 0],1050
1070,[0 0 0 1],1051
1071,[0 0 0 1],1052
1072,[1 0 0 0],1053
1073,[0 1 0 0],1054
1074,[0 0 0 1],1055
1075,[0 0 0 1],1056
1076,[0 0 0 1],1057
1077,[0 0 0 1],1058
1078,[0 0 0 1],1059
1079,[0 0 0 0],1060
1080,[1 0 0 0],1061
1081,[1 0 0 0],1062
1082,[1 0 0 0],1063
1083,[1 0 0 0],1064
